holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,road_name,road_type,traffic_volume
Eid al-Adha,35.24,0.0,0.0,12,Clear,clear sky,07/09/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,1943
Eid al-Adha,35.92,0.0,0.0,63,Clouds,scattered clouds,07/09/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,1169
Eid al-Adha,33.85,0.0,0.0,56,Clouds,scattered clouds,07/10/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,375
Eid al-Adha,34.51,0.0,0.0,7,Clear,clear sky,07/10/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,263
Eid al-Adha,33.13,0.0,0.0,12,Clear,clear sky,07/10/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,193
Eid al-Adha,32.78,0.0,0.0,12,Clear,clear sky,07/10/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,180
Eid al-Adha,29.59,0.0,0.0,52,Clouds,few clouds,07/10/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,356
Eid al-Adha,28.77,0.0,0.0,0,Clear,clear sky,07/10/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,719
Eid al-Adha,30.1,3.9,0.0,98,Rain,moderate rain,07/10/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1452
Eid al-Adha,26.04,0.0,0.0,11,Clear,clear sky,07/10/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,2713
Eid al-Adha,26.92,0.0,0.0,11,Clear,clear sky,07/10/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,2952
Eid al-Adha,28.38,0.0,0.0,68,Clouds,scattered clouds,07/10/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,2131
Eid al-Adha,28.2,0.0,0.0,13,Clear,clear sky,07/10/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,1357
Eid al-Adha,27.48,0.0,0.0,33,Clouds,broken clouds,07/10/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,1292
Eid al-Adha,29.47,0.0,0.0,10,Clear,clear sky,07/10/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1608
Eid al-Adha,27.86,0.0,0.0,8,Clear,clear sky,07/10/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1344
Eid al-Adha,29.04,0.0,0.0,12,Clear,clear sky,07/10/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1623
Eid al-Adha,31.72,0.0,0.0,54,Clouds,few clouds,07/10/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1705
Eid al-Adha,34.95,0.0,0.0,37,Haze,haze,07/10/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1857
Eid al-Adha,32.97,0.0,0.0,8,Clear,clear sky,07/10/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,1843
Eid al-Adha,37.5,0.0,0.0,0,Clear,clear sky,07/10/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,2198
Eid al-Adha,37.92,0.0,0.0,36,Clouds,broken clouds,07/10/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,2863
Eid al-Adha,35.4,0.0,0.0,3,Clear,clear sky,07/10/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1854
Eid al-Adha,34.69,0.0,0.0,61,Clouds,broken clouds,07/10/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,1352
Eid al-Adha,37.51,0.0,0.0,0,Clear,clear sky,07/10/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,844
Eid al-Adha,36.68,0.0,0.0,27,Clouds,scattered clouds,07/10/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,563
,35.12,0.0,0.0,9,Clear,clear sky,07/11/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,277
,32.35,2.0,0.0,84,Rain,light rain,07/11/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,139
,31.9,2.0,0.0,67,Rain,moderate rain,07/11/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,115
,34.76,0.0,0.0,4,Clear,clear sky,07/11/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,142
,32.41,0.0,0.0,0,Clear,clear sky,07/11/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,222
,27.85,0.0,0.0,6,Clear,clear sky,07/11/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,571
,29.3,0.0,0.0,40,Clouds,few clouds,07/11/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1074
,26.67,0.0,0.0,12,Clear,clear sky,07/11/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1907
,25.21,0.0,0.0,41,Clouds,broken clouds,07/11/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,1808
,27.01,0.0,0.0,69,Clouds,scattered clouds,07/11/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1663
,25.83,0.0,0.0,9,Clear,clear sky,07/11/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,1097
,26.74,0.0,0.0,7,Clear,clear sky,07/11/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,1055
,29.79,0.0,0.0,9,Clear,clear sky,07/11/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1053
,28.8,0.0,0.0,42,Clouds,scattered clouds,07/11/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1332
,30.78,4.7,0.0,64,Rain,light rain,07/11/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,924
,34.8,0.0,0.0,58,Clouds,scattered clouds,07/11/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1301
,35.18,0.0,0.0,32,Clouds,few clouds,07/11/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1826
,34.59,0.0,0.0,4,Clear,clear sky,07/11/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,2286
,34.64,0.0,0.0,64,Clouds,scattered clouds,07/11/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,2052
,37.72,0.0,0.0,11,Clear,clear sky,07/11/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,2100
,35.94,0.0,0.0,4,Clear,clear sky,07/11/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1317
,38.72,0.0,0.0,30,Clouds,scattered clouds,07/11/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,898
,37.37,0.0,0.0,66,Clouds,few clouds,07/11/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,633
,35.25,0.0,0.0,32,Haze,haze,07/11/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,401
,33.93,0.0,0.0,76,Clouds,scattered clouds,07/12/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,292
,33.38,0.0,0.0,48,Clouds,scattered clouds,07/12/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,201
,33.54,0.0,0.0,36,Clouds,broken clouds,07/12/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,134
,29.94,0.0,0.0,0,Clear,clear sky,07/12/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,138
,30.24,0.0,0.0,44,Clouds,scattered clouds,07/12/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,233
,30.69,0.0,0.0,5,Clear,clear sky,07/12/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,568
,28.65,0.0,0.0,0,Clear,clear sky,07/12/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1303
,28.18,0.0,0.0,6,Clear,clear sky,07/12/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1870
,26.33,0.0,0.0,35,Clouds,scattered clouds,07/12/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,1817
,27.1,0.0,0.0,71,Clouds,scattered clouds,07/12/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1532
,25.57,0.0,0.0,11,Clear,clear sky,07/12/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,842
,26.89,0.0,0.0,76,Clouds,scattered clouds,07/12/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,908
,26.95,0.0,0.0,1,Clear,clear sky,07/12/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1032
,27.32,0.0,0.0,40,Clouds,few clouds,07/12/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1219
,31.15,0.0,0.0,6,Clear,clear sky,07/12/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1165
,31.95,2.5,0.0,76,Rain,moderate rain,07/12/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,878
,32.68,0.0,0.0,5,Clear,clear sky,07/12/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1541
,35.05,0.0,0.0,50,Clouds,scattered clouds,07/12/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,1947
,33.55,0.0,0.0,49,Clouds,few clouds,07/12/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,1950
,34.91,0.0,0.0,1,Clear,clear sky,07/12/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,1869
,36.68,0.0,0.0,9,Clear,clear sky,07/12/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1447
,35.83,0.0,0.0,46,Clouds,scattered clouds,07/12/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,910
,37.43,2.7,0.0,87,Rain,light rain,07/12/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,554
,36.33,0.0,0.0,1,Clear,clear sky,07/12/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,379
,33.08,0.0,0.0,31,Clouds,broken clouds,07/13/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,264
,35.39,0.0,0.0,8,Clear,clear sky,07/13/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,192
,31.84,4.1,0.0,94,Rain,light rain,07/13/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,135
,33.69,0.0,0.0,7,Clear,clear sky,07/13/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,156
,30.1,0.0,0.0,0,Clear,clear sky,07/13/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,224
,29.75,0.0,0.0,47,Haze,haze,07/13/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,462
,26.59,0.0,0.0,8,Clear,clear sky,07/13/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1105
,25.98,0.0,0.0,4,Clear,clear sky,07/13/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1480
,24.1,0.0,0.0,43,Clouds,scattered clouds,07/13/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,2220
,27.71,0.0,0.0,2,Clear,clear sky,07/13/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1684
,28.46,0.0,0.0,4,Clear,clear sky,07/13/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,984
,26.23,0.0,0.0,8,Clear,clear sky,07/13/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,1060
,26.34,0.0,0.0,25,Haze,haze,07/13/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1088
,26.76,0.0,0.0,4,Clear,clear sky,07/13/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1085
,28.88,0.0,0.0,14,Clear,clear sky,07/13/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1190
,32.4,0.0,0.0,0,Clear,clear sky,07/13/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1309
,33.4,0.0,0.0,9,Clear,clear sky,07/13/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1524
,34.0,0.0,0.0,1,Clear,clear sky,07/13/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,2004
,36.33,0.8,0.0,69,Rain,light rain,07/13/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,1903
,35.09,0.0,0.0,2,Clear,clear sky,07/13/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,2088
,38.34,0.0,0.0,6,Clear,clear sky,07/13/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1298
,36.7,0.0,0.0,68,Clouds,scattered clouds,07/13/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,861
,38.52,0.0,0.0,2,Clear,clear sky,07/13/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,585
,38.16,0.0,0.0,1,Clear,clear sky,07/13/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,375
,36.33,0.0,0.0,2,Clear,clear sky,07/14/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,282
,32.11,0.0,0.0,14,Clear,clear sky,07/14/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,201
,35.67,5.3,0.0,72,Rain,moderate rain,07/14/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,122
,32.89,0.0,0.0,34,Clouds,scattered clouds,07/14/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,156
,30.89,2.9,0.0,80,Rain,moderate rain,07/14/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,157
,26.99,0.0,0.0,10,Clear,clear sky,07/14/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,523
,31.14,0.0,0.0,57,Clouds,few clouds,07/14/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1200
,25.59,0.0,0.0,2,Clear,clear sky,07/14/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1700
,25.77,0.0,0.0,13,Clear,clear sky,07/14/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,2167
,27.7,0.0,0.0,14,Clear,clear sky,07/14/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1671
,26.45,0.0,0.0,67,Clouds,few clouds,07/14/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,962
,28.76,0.0,0.0,65,Clouds,few clouds,07/14/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,985
,25.24,0.0,0.0,42,Clouds,scattered clouds,07/14/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1102
,27.21,0.0,0.0,54,Clouds,scattered clouds,07/14/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1137
,31.7,0.0,0.0,8,Clear,clear sky,07/14/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1139
,35.6,0.0,0.0,10,Clear,clear sky,07/14/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1155
,35.08,0.0,0.0,63,Clouds,broken clouds,07/14/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1435
,34.93,0.0,0.0,58,Clouds,scattered clouds,07/14/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,2283
,35.44,0.0,0.0,63,Clouds,broken clouds,07/14/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,2214
,34.98,0.0,0.0,76,Clouds,scattered clouds,07/14/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,1823
,36.67,0.0,0.0,7,Clear,clear sky,07/14/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1507
,35.73,0.0,0.0,22,Clouds,scattered clouds,07/14/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,886
,39.15,0.0,0.0,13,Clear,clear sky,07/14/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,564
,36.78,0.0,0.0,12,Clear,clear sky,07/14/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,387
,35.99,1.2,0.0,77,Rain,light rain,07/15/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,511
,35.59,0.0,0.0,65,Clouds,scattered clouds,07/15/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,505
,35.7,0.0,0.0,5,Clear,clear sky,07/15/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,350
,31.35,0.0,0.0,29,Clouds,scattered clouds,07/15/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,321
,28.48,0.0,0.0,2,Clear,clear sky,07/15/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,340
,31.92,0.0,0.0,56,Clouds,few clouds,07/15/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,537
,26.56,0.0,0.0,7,Clear,clear sky,07/15/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,773
,29.5,0.0,0.0,46,Clouds,scattered clouds,07/15/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1055
,27.61,0.0,0.0,64,Clouds,scattered clouds,07/15/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,1316
,26.74,0.0,0.0,8,Clear,clear sky,07/15/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1469
,25.47,0.0,0.0,37,Clouds,scattered clouds,07/15/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,1551
,28.44,0.0,0.0,10,Clear,clear sky,07/15/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,1733
,27.6,0.0,0.0,3,Clear,clear sky,07/15/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,2043
,29.45,0.0,0.0,7,Clear,clear sky,07/15/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1835
,28.42,0.0,0.0,14,Clear,clear sky,07/15/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1539
,32.69,0.0,0.0,3,Clear,clear sky,07/15/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1575
,32.56,0.0,0.0,28,Haze,haze,07/15/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1521
,37.56,0.0,0.0,11,Clear,clear sky,07/15/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,1839
,38.16,0.0,0.0,12,Clear,clear sky,07/15/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,2099
,38.47,0.0,0.0,71,Clouds,scattered clouds,07/15/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,1755
,33.67,0.0,0.0,0,Clear,clear sky,07/15/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1886
,37.45,0.0,0.0,3,Clear,clear sky,07/15/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,1394
,37.12,0.0,0.0,0,Clear,clear sky,07/15/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,1170
,35.02,0.0,0.0,5,Clear,clear sky,07/15/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,1017
,38.87,0.0,0.0,8,Clear,clear sky,07/16/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,617
,33.91,0.0,0.0,5,Clear,clear sky,07/16/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,493
,32.54,0.0,0.0,4,Clear,clear sky,07/16/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,375
,31.25,0.0,0.0,8,Clear,clear sky,07/16/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,355
,29.05,0.0,0.0,8,Clear,clear sky,07/16/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,364
,28.83,4.3,0.0,88,Rain,light rain,07/16/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,433
,28.15,0.0,0.0,12,Clear,clear sky,07/16/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,760
,25.55,0.0,0.0,39,Clouds,few clouds,07/16/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,996
,25.69,0.0,0.0,23,Clouds,broken clouds,07/16/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,1135
,26.15,0.0,0.0,0,Clear,clear sky,07/16/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1378
,27.95,0.0,0.0,4,Clear,clear sky,07/16/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,1769
,25.71,0.0,0.0,14,Clear,clear sky,07/16/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,1609
,27.51,1.5,0.0,66,Rain,light rain,07/16/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1738
,30.54,2.7,0.0,66,Rain,light rain,07/16/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1540
,30.29,0.0,0.0,7,Clear,clear sky,07/16/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1742
,33.23,0.0,0.0,0,Clear,clear sky,07/16/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1626
,37.01,0.0,0.0,8,Clear,clear sky,07/16/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1573
,32.84,0.0,0.0,75,Clouds,scattered clouds,07/16/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,1697
,35.47,0.0,0.0,45,Clouds,scattered clouds,07/16/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,1925
,36.34,0.0,0.0,13,Clear,clear sky,07/16/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,2136
,34.36,5.0,0.0,71,Rain,moderate rain,07/16/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1603
,38.04,0.0,0.0,8,Clear,clear sky,07/16/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,1484
,37.64,0.0,0.0,8,Clear,clear sky,07/16/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,1174
,39.12,0.0,0.0,11,Clear,clear sky,07/16/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,840
,33.57,0.0,0.0,42,Clouds,scattered clouds,07/17/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,252
,35.1,0.0,0.0,9,Clear,clear sky,07/17/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,186
,34.8,0.0,0.0,40,Clouds,scattered clouds,07/17/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,155
,29.7,0.0,0.0,51,Clouds,scattered clouds,07/17/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,132
,31.69,0.0,0.0,11,Clear,clear sky,07/17/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,212
,29.55,0.0,0.0,9,Clear,clear sky,07/17/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,542
,25.81,0.0,0.0,2,Clear,clear sky,07/17/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1191
,26.54,0.0,0.0,21,Clouds,scattered clouds,07/17/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1898
,27.12,0.0,0.0,9,Clear,clear sky,07/17/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,2003
,26.02,0.0,0.0,12,Clear,clear sky,07/17/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1331
,24.3,0.0,0.0,9,Clear,clear sky,07/17/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,1014
,27.36,0.0,0.0,7,Clear,clear sky,07/17/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,1068
,27.62,0.0,0.0,13,Clear,clear sky,07/17/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,859
,29.89,0.0,0.0,49,Clouds,broken clouds,07/17/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1278
,31.11,0.0,0.0,62,Clouds,scattered clouds,07/17/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1196
,30.98,0.0,0.0,2,Clear,clear sky,07/17/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1311
,36.29,0.0,0.0,47,Clouds,scattered clouds,07/17/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1414
,36.49,0.0,0.0,38,Clouds,scattered clouds,07/17/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,1870
,33.55,0.0,0.0,12,Clear,clear sky,07/17/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,2264
,37.14,0.0,0.0,50,Clouds,few clouds,07/17/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,1773
,36.87,0.0,0.0,11,Clear,clear sky,07/17/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1221
,35.5,0.0,0.0,79,Clouds,scattered clouds,07/17/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,983
,36.88,0.0,0.0,12,Clear,clear sky,07/17/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,584
,34.9,0.0,0.0,14,Clear,clear sky,07/17/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,388
,36.94,4.1,0.0,69,Rain,light rain,07/18/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,221
,36.61,0.0,0.0,33,Clouds,scattered clouds,07/18/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,216
,34.89,0.0,0.0,10,Clear,clear sky,07/18/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,135
,31.48,0.0,0.0,73,Clouds,scattered clouds,07/18/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,130
,32.64,0.0,0.0,6,Clear,clear sky,07/18/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,216
,29.63,0.0,0.0,11,Clear,clear sky,07/18/2022 05:00,Mohamed Bin Zayed Axis (South),Gateway,512
,28.88,0.0,0.0,6,Clear,clear sky,07/18/2022 06:00,Mohamed Bin Zayed Axis (South),Gateway,1168
,30.12,0.0,0.0,28,Clouds,scattered clouds,07/18/2022 07:00,Mohamed Bin Zayed Axis (South),Gateway,1733
,26.87,0.0,0.0,2,Clear,clear sky,07/18/2022 08:00,Mohamed Bin Zayed Axis (South),Gateway,1994
,24.63,0.0,0.0,4,Clear,clear sky,07/18/2022 09:00,Mohamed Bin Zayed Axis (South),Gateway,1381
,29.22,0.0,0.0,6,Clear,clear sky,07/18/2022 10:00,Mohamed Bin Zayed Axis (South),Gateway,963
,25.15,0.0,0.0,13,Clear,clear sky,07/18/2022 11:00,Mohamed Bin Zayed Axis (South),Gateway,953
,30.01,0.0,0.0,3,Clear,clear sky,07/18/2022 12:00,Mohamed Bin Zayed Axis (South),Gateway,1099
,30.63,0.0,0.0,58,Clouds,scattered clouds,07/18/2022 13:00,Mohamed Bin Zayed Axis (South),Gateway,1181
,30.24,0.0,0.0,3,Clear,clear sky,07/18/2022 14:00,Mohamed Bin Zayed Axis (South),Gateway,1062
,33.14,0.0,0.0,7,Clear,clear sky,07/18/2022 15:00,Mohamed Bin Zayed Axis (South),Gateway,1108
,32.99,0.0,0.0,18,Haze,haze,07/18/2022 16:00,Mohamed Bin Zayed Axis (South),Gateway,1506
,33.86,0.0,0.0,62,Clouds,scattered clouds,07/18/2022 17:00,Mohamed Bin Zayed Axis (South),Gateway,1865
,33.58,0.0,0.0,5,Clear,clear sky,07/18/2022 18:00,Mohamed Bin Zayed Axis (South),Gateway,2056
,37.47,0.0,0.0,20,Clouds,broken clouds,07/18/2022 19:00,Mohamed Bin Zayed Axis (South),Gateway,1558
,37.22,0.0,0.0,7,Clear,clear sky,07/18/2022 20:00,Mohamed Bin Zayed Axis (South),Gateway,1293
,35.0,0.0,0.0,58,Clouds,scattered clouds,07/18/2022 21:00,Mohamed Bin Zayed Axis (South),Gateway,958
,39.56,0.0,0.0,74,Clouds,scattered clouds,07/18/2022 22:00,Mohamed Bin Zayed Axis (South),Gateway,667
,35.86,0.0,0.0,1,Clear,clear sky,07/18/2022 23:00,Mohamed Bin Zayed Axis (South),Gateway,417
,37.49,0.0,0.0,20,Clouds,few clouds,07/19/2022 00:00,Mohamed Bin Zayed Axis (South),Gateway,248
,34.3,0.0,0.0,3,Clear,clear sky,07/19/2022 01:00,Mohamed Bin Zayed Axis (South),Gateway,178
,32.48,0.0,0.0,78,Clouds,scattered clouds,07/19/2022 02:00,Mohamed Bin Zayed Axis (South),Gateway,117
,32.13,0.0,0.0,62,Clouds,scattered clouds,07/19/2022 03:00,Mohamed Bin Zayed Axis (South),Gateway,137
,29.38,2.0,0.0,64,Rain,light rain,07/19/2022 04:00,Mohamed Bin Zayed Axis (South),Gateway,157
